>VFG037176(gb|YP_001844723) (plc) phospholipase C [Phospholipase C (VF0470)] [Acinetobacter baumannii ACICU]
>VFG001964(gb|NP_282577) (Cj1436c) aminotransferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001965(gb|NP_282578) (Cj1437c) aminotransferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001966(gb|NP_282579) (Cj1438c) sugar transferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001967(gb|NP_282580) (glf) UDP-galactopyranose mutase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001968(gb|NP_282581) (Cj1440c) sugar transferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001969(gb|NP_282582) (kfiD) UDP-glucose 6-dehydrogenase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001971(gb|NP_282584) (kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001972(gb|NP_282585) (kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001973(gb|NP_282586) (kpsE) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001974(gb|NP_282587) (kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001975(gb|NP_282588) (kpsM) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001976(gb|YP_980060) (virB8) Type IV secretion system protein VirB8 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001977(gb|YP_980061) (virB9) Type IV secretion system protein VirB9 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001978(gb|YP_980062) (virB10) Type IV secretion system protein VirB10 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001979(gb|NP_863302) (virB11) Type IV secretion system protein VirB11 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001980(gb|YP_980066) (virD4) Type IV secretion system protein VirD4 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001981(gb|NP_863348) (virB4) Type IV secretion system protein VirB4 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001982(gb|NP_863349) (Cjp54) Type IV secretion system protein VirB7 [Type IV secretion system (VF0325)] [Campylobacter jejuni subsp. jejuni 81-176]
>VFG001983(gb|NP_282073) (pebA) bifunctional adhesin/ABC transporter aspartate/glutamate-binding protein [PEB1 (VF0327)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001984(gb|NP_282133) (jlpA) lipoprotein [JlpA (VF0329)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001985(gb|NP_282406) (porA) major outer membrane protein [MOMP (VF0328)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001986(gb|NP_282554) (kpsS) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001987(gb|NP_282555) (kpsC) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001988(gb|NP_282556) (cysC) adenylylsulfate kinase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG001989(gb|NP_282557) (Cj1416c) sugar nucleotidyltransferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002024(gb|NP_282281) (waaC) heptosyltransferase I [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002025(gb|NP_282282) (htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002026(gb|NP_282296) (gmhA) phosphoheptose isomerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002027(gb|NP_282297) (hldE) bifunctional D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002028(gb|NP_282298) (hldD) ADP-glyceromanno-heptose 6-epimerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011668(gb|NP_282558) (Cj1417c) amidotransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011674(gb|NP_282560) (Cj1419c) methyltransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011677(gb|NP_282561) (Cj1420c) methyltransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011823(gb|NP_282299) (gmhB) D,D-heptose 1,7-bisphosphate phosphatase [LOS (CVF396)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011826(gb|NP_281263) (fliK) flagellar hook-length control protein FliK [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011850(gb|NP_281278) (flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG011946(gb|NP_282174) (flgR) sigma-54 associated transcriptional activator [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012002(gb|NP_282439) (pseB) UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012006(gb|NP_282440) (pseC) C4 aminotransferase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012009(gb|NP_282457) (pseF) acylneuraminate cytidylyltransferase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012019(gb|NP_282462) (pseA) pseudaminic acid biosynthesis PseA protein [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012022(gb|NP_282463) (pseI) N-acetylneuraminic acid synthetase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012033(gb|NP_282479) (pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG012036(gb|NP_282483) (pseE/maf5) motility accessory factor PseE [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043392(gb|YP_002343698) (eptC) phosphoethanolamine transferase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043393(gb|YP_002343724) (cheW) chemotaxis protein [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043394(gb|YP_002343725) (cheA) chemotaxis histidine kinase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043395(gb|YP_002343726) (cheV) chemotaxis protein [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043396(gb|YP_002344093) (rpoN) RNA polymerase factor sigma-54 [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043397(gb|YP_002344176) (flgA) flagellar basal body P-ring biosynthesis protein FlgA [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043398(gb|YP_002344200) (flgS) signal transduction histidine kinase [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043399(gb|YP_002344420) (flgQ) required for flagellar motility [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043400(gb|YP_002344421) (flgP) required for flagellar motility [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043401(gb|YP_002344468) (fliW) flagellar assembly protein FliW [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043402(gb|YP_002344511) (cheY) chemotaxis regulatory protein [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043403(gb|YP_002344724) (maf4) motility accessory factor [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043404(gb|YP_002344845) (flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043405(gb|YP_002344846) (flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac, Pse5Ac7Am, Pse8OAc, Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG043537(gb|YP_002344026) (PEB4) major antigenic peptide PEB-cell binding factor [Peb4/CBF2 (AI315)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG045341(gb|YP_002344633) (ciaC) Campylobacter invasion antigen C [CiaC (VF0415)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
>VFG002124(gb|NP_219591) (scc1) chaperone for CopN [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002125(gb|NP_219592) (copN) Type III secretion system effector CopN [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002126(gb|NP_219593) (cdsV) Type III secretion protein CdsV [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002127(gb|NP_219594) (cdsU) Type III secretion protein CdsU [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002128(gb|NP_220074) (cdsJ) Type III secretion system inner membrane ring complex protein CdsJ [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002130(gb|NP_220076) (cdsL) type III secretion translocase [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002131(gb|NP_220077) (cdsR) type III secretion protein [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002132(gb|NP_220078) (cdsS) Yop proteins translocation protein S [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002133(gb|NP_220079) (cdsT) Yop proteins translocation protein T [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002134(gb|NP_220091) (scc2) chaperone for CopD [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002136(gb|NP_220093) (copB) Type III secretion system translocator CopB [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002137(gb|NP_220094) (copD) Type III secretion system translocator CopD [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002138(gb|NP_220182) (scc4) chaperone for CopN [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002139(gb|NP_220183) (cdsD) Type III secretion system inner membrane ring complex protein CdsD [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002140(gb|NP_220184) (cdsE) Type III secretion system protein CdsE [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002141(gb|NP_220185) (cdsF) Type III secretion system needle-filament protein CdsF [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002142(gb|NP_220186) (cdsG) Type III secretion system protein CdsG [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002143(gb|NP_220187) (CT668) putative TTSS related protein [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002144(gb|NP_220188) (cdsN) Type III secretion system ATPase [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002145(gb|NP_220189) (cdsO) Type III secretion system protein CdsO, YscO homolog [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002146(gb|NP_220190) (cdsP) Type III secretion system protein CdsP, YscP homolog [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002147(gb|NP_220191) (cdsQ) Type III secretion system C-ring protein CdsQ [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002148(gb|NP_220192) (pkn5) serine/threonine protein kinase [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002149(gb|NP_220193) (cdsC) Type III secretion system protein CdsC [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002150(gb|NP_220382) (copD2) Type III secretion system translocator CopD2 [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002151(gb|NP_220383) (copB2) Type III secretion system translocator CopB2 [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002152(gb|NP_220384) (scc3) chaperone [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002154(gb|NP_219969) (tarp) Type III secretion system translocated actin-recruiting protein [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG016998(gb|NP_220368) (CT847) Type III secretion system effector  [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG017038(gb|NP_219622) (incA) type III secreted inclusion membrane protein A [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG017049(gb|NP_219737) (incB) Inclusion Membrane Protein B [Type III secretion system effectors (CVF872)] [Chlamydia trachomatis D/UW-3/CX]
>VFG017059(gb|NP_219738) (incC) Inclusion Membrane Protein C [Type III secretion system effectors (CVF872)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042183(gb|NP_220333) (CT813) type III secreted effector, inclusion protein  [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042184(gb|NP_220238) (filF) type III secretion system protein [T3SS (SS001)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042185(gb|NP_220236) (filI) type III secretion system ATPase [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042187(gb|NP_220213) (tmeB) type III secreted effector [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042196(gb|NP_220127) (cadD) type III secreted effector [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042197(gb|NP_220138) (CT621) type III secreted effector [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042200(gb|NP_219734) (cpoS) type III secreted effector [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042201(gb|NP_219619) (incE) type III secreted effector, inclusion membrane protein E [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG042202(gb|NP_219563) (flhA) FlhA, the flagella homolog of CdsV [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG043572(gb|NP_219955) (omcB) 60kD cysteine-rich outer membrane protein OmcB [OmcB (AI391)] [Chlamydia trachomatis D/UW-3/CX]
>VFG044455(gb|NP_219546) (slc1) T3S chaperone for TARP, CT875 [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG044456(gb|NP_219765) (CT260) T3S chaperone [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG044457(gb|NP_219779) (CT274) putative T3S chaperone [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG044458(gb|NP_220099) (CT584) type III secreted effector, putative [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG044459(gb|NP_220139) (CT622) type III secreted effector [TTSS (VF0344)] [Chlamydia trachomatis D/UW-3/CX]
>VFG049684(gb|NP_220380.1) (CT858) serine protease [CPAF (VF0580)] [Chlamydia trachomatis D/UW-3/CX]
>VFG002274(gb|NP_560952) (plc) phospholipase C [alpha-toxin (CpPLC) (VF0378)] [Clostridium perfringens str. 13]
>VFG002275(gb|NP_561079) (pfoA) perfringolysin O [theta-toxin/PFO (VF0382)] [Clostridium perfringens str. 13]
>VFG002276(gb|NP_561089) (colA) collagenase [kappa-toxin (VF0388)] [Clostridium perfringens str. 13]
>VFG002277(gb|NP_561107) (nagH) hyaluronidase [mu-toxin (VF0389)] [Clostridium perfringens str. 13]
>VFG002278(gb|NP_561797) (nagI) hyaluronidase [mu-toxin (VF0389)] [Clostridium perfringens str. 13]
>VFG002279(gb|NP_562150) (nagJ) hyaluronidase [mu-toxin (VF0389)] [Clostridium perfringens str. 13]
>VFG002280(gb|NP_562195) (nagK) hyaluronidase [mu-toxin (VF0389)] [Clostridium perfringens str. 13]
>VFG002281(gb|NP_562439) (nagL) hyaluronidase [mu-toxin (VF0389)] [Clostridium perfringens str. 13]
>VFG002282(gb|NP_561762) (cloSI) alpha-clostripain [alpha-clostripain (VF0390)] [Clostridium perfringens str. 13]
>VFG002283(gb|NP_561641) (nanI) exo-alpha-sialidase [sialidase (VF0391)] [Clostridium perfringens str. 13]
>VFG002284(gb|NP_561469) (nanJ) exo-alpha-sialidase [sialidase (VF0391)] [Clostridium perfringens str. 13]
>VFG002285(gb|YP_695432) (nanH) sialidase [sialidase (VF0391)] [Clostridium perfringens ATCC 13124]
>VFG002286(gb|YP_697710) (cpe) enterotoxin Cpe [CPE (VF0383)] [Clostridium perfringens SM101]
>VFG002287(gb|YP_001087137) (toxA) toxin A [TcdA (VF0376)] [Clostridium difficile 630]
>VFG002288(gb|YP_001087135) (toxB) toxin B [TcdB (VF0377)] [Clostridium difficile 630]
>VFG002289(gb|NP_783831) (tetX) tetanus toxin tetX [TeNT (VF0374)] [Clostridium tetani E88]
>VFG002290(gb|ZP_02636811) (cpb) beta toxin [beta-toxin (CPB) (VF0379)] [Clostridium perfringens B str. ATCC 3626]
>VFG002291(gb|YP_002291114) (ext) epsilon-toxin [epsilon-toxin (ETX) (VF0380)] [Clostridium perfringens str. NCTC 8533B4D]
>VFG002292(gb|CAA51959) (iap) iota toxin component Ia [iota-toxin (VF0381)] [Clostridium perfringens E str. NCIB 10748]
>VFG002293(gb|CAA51960) (ibp) iota toxin component Ib [iota-toxin (VF0381)] [Clostridium perfringens E str. NCIB 10748]
>VFG002294(gb|BAA32536) (C2I) C2 toxin (component-I) [C2 toxin (VF0384)] [Clostridium botulinum C str. 203U28]
>VFG002295(gb|BAA32537) (C2II) C2 toxin (component-II) [C2 toxin (VF0384)] [Clostridium botulinum C str. 203U28]
>VFG002296(gb|CAA41768) (C3bot1) C3 ADP-ribosyltransferase [C3 toxin (VF0387)] [Clostridium botulinum D str. 1873]
>VFG002297(gb|ABM73982) (bont/a) neurotoxin A [BoNT (VF0375)] [Clostridium botulinum Hall 183 (A391)]
>VFG002298(gb|AAF81760) (cdtA) CdtA [CDT (VF0385)] [Clostridium difficile str. CCUG 20309]
>VFG002299(gb|AAF81761) (cdtB) CdtB [CDT (VF0385)] [Clostridium difficile str. CCUG 20309]
>VFG002300(gb|CAA88565) (tcnA) alpha-toxin [alpha-toxin (novyi) (VF0386)] [Clostridium novyi str. ATCC19402]
>VFG012088(gb|YP_001089306) (slpA) cell surface protein (S-layer precursor protein) [SlpA (VF0589)] [Clostridium difficile 630]
>VFG012089(gb|YP_001089302) (cwp66) cell wall-binding protein Cwp66 [Cwp66 (VF0591)] [Clostridium difficile 630]
>VFG012095(gb|YP_001086664) (groEL) chaperonin GroEL [GroEL (VF0594)] [Clostridium difficile 630]
>VFG012104(gb|YP_001089109) (fbpA) fibronectin-binding protein FbpA [FbpA/Fbp68 (VF0595)] [Clostridium difficile 630]
>VFG012122(gb|NP_150010) (cpb2) beta2-toxin [Beta2-toxin (VF0417)] [Clostridium perfringens str. 13]
>VFG043665(gb|AAA23212) (C3bot2) C3 ADP-ribosyltransferase [C3 toxin (VF0387)] [Clostridium botulinum]
>VFG043666(gb|CAA60674) (C3lim) C3 ADP-ribosyltransferase [C3lim (TX015)] [Clostridium limosum str. 2]
>VFG044015(gb|ACN73257) (netB) necrotic enteritis toxin B [NetB (VF0597)] [Clostridium perfringens str. GrE ABAT]
>VFG044024(gb|ACA60977) (ACA60977) alpha-toxin [alpha-toxin (septicum) (VF0416)] [Clostridium septicum str. NH2]
>VFG050211(gb|NP_150050.1) (cna) collagen adhesin [Cna (CVF892)] [Clostridium perfringens str. 13]
>VFG050212(gb|YP_001089344.1) (CD2831) SrtB-anchored collagen-binding adhesin [CD2831 (VF0598)] [Clostridium difficile 630]
>VFG050213(gb|YP_001089762.2) (CD3246) Cys-Gln thioester bond-forming surface protein [CD3246 (VF0599)] [Clostridium difficile 630]
>VFG050214(gb|YP_001086992.1) (cwpV) hemagglutinin/adhesin [CwpV (VF0596)] [Clostridium difficile 630]
>VFG050215(gb|YP_001089300.1) (cwp84) cell wall-binding cysteine protease Cwp84 [Cwp84 (VF0590)] [Clostridium difficile 630]
>VFG050216(gb|YP_001089659.1) (CD3145) collagen-binding adhesin CbpA [CbpA (VF0592)] [Clostridium difficile 630]
>VFG050217(gb|YP_001087347.1) (CD0873) ABC transporter substrate-binding protein [CD0873 (VF0593)] [Clostridium difficile 630]
>VFG050218(gb|YP_001089343.1) (CD2830) zinc metalloprotease Zmp1 [Zmp1 (VF0600)] [Clostridium difficile 630]
>VFG002198(gb|NP_938615) (tox) Diphtheria toxin precursor [DT (VF0363)] [Corynebacterium diphtheriae NCTC 13129]
